date,district,n_battles,n_explosions,n_protests,n_riots,n_strategicdev,n_violcivilians,n_conflict_total
2020-09-01,Qansax Dheere,,,,,,2.0,2.0
2020-10-01,Qansax Dheere,,4.0,,,,,4.0
2020-11-01,Qansax Dheere,1.0,1.0,,,,,2.0
2020-12-01,Qansax Dheere,2.0,,,,,,2.0
2021-01-01,Qansax Dheere,3.0,,,,,,3.0
2021-02-01,Qansax Dheere,2.0,1.0,,,,,3.0
2021-04-01,Qansax Dheere,2.0,,,,,1.0,3.0
2021-05-01,Qansax Dheere,2.0,,,,,,2.0
2021-07-01,Qansax Dheere,1.0,1.0,,,,,2.0
2021-08-01,Qansax Dheere,2.0,,,,,,2.0
2021-09-01,Qansax Dheere,3.0,2.0,,,,,5.0
2016-11-01,Qardho,,,,,,1.0,1.0
2016-12-01,Qardho,1.0,,,,,,1.0
2017-01-01,Qardho,,,,,,1.0,1.0
2017-03-01,Qardho,,,,,,1.0,1.0
2017-04-01,Qardho,,,,,,1.0,1.0
2017-07-01,Qardho,,,,,,1.0,1.0
2017-09-01,Qardho,,,2.0,1.0,1.0,1.0,5.0
2017-10-01,Qardho,,,1.0,,,1.0,2.0
2018-03-01,Qardho,1.0,,,1.0,,1.0,3.0
2018-04-01,Qardho,1.0,,,,,1.0,2.0
2018-05-01,Qardho,1.0,,,,,,1.0
2018-08-01,Qardho,,,,,,1.0,1.0
2019-01-01,Qardho,,,,,1.0,,1.0
2019-05-01,Qardho,,1.0,,,,,1.0
2019-08-01,Qardho,,,,,,1.0,1.0
2020-04-01,Qardho,1.0,,,,,,1.0
2020-12-01,Qardho,,,1.0,,,,1.0
2021-01-01,Qardho,,,1.0,,,,1.0
2016-10-01,Qoryooley,1.0,4.0,,,,,5.0
2016-11-01,Qoryooley,4.0,,,,,,4.0
2016-12-01,Qoryooley,5.0,,,,1.0,2.0,8.0
2017-01-01,Qoryooley,2.0,4.0,,,1.0,1.0,8.0
2017-02-01,Qoryooley,1.0,1.0,,,,,2.0
2017-03-01,Qoryooley,1.0,1.0,,,,2.0,4.0
2017-04-01,Qoryooley,6.0,1.0,,,,1.0,8.0
2017-05-01,Qoryooley,5.0,1.0,,,,,6.0
2017-06-01,Qoryooley,2.0,,,,,2.0,4.0
2017-07-01,Qoryooley,1.0,,,,,1.0,2.0
2017-08-01,Qoryooley,4.0,2.0,,,,,6.0
2017-09-01,Qoryooley,3.0,1.0,,,,2.0,6.0
2017-10-01,Qoryooley,7.0,3.0,,,,,10.0
2017-11-01,Qoryooley,6.0,2.0,,,,,8.0
2017-12-01,Qoryooley,3.0,1.0,,,,,4.0
2018-01-01,Qoryooley,5.0,,,,,,5.0
2018-02-01,Qoryooley,11.0,,,,3.0,1.0,15.0
2018-03-01,Qoryooley,2.0,1.0,,,,,3.0
2018-04-01,Qoryooley,2.0,,,,,,2.0
2018-05-01,Qoryooley,2.0,,,,,,2.0
2018-06-01,Qoryooley,6.0,4.0,,,1.0,,11.0
2018-07-01,Qoryooley,6.0,,,,,,6.0
2018-08-01,Qoryooley,4.0,,,,,,4.0
2018-09-01,Qoryooley,4.0,1.0,,,,,5.0
2018-10-01,Qoryooley,2.0,,,,,2.0,4.0
2018-11-01,Qoryooley,1.0,,,,,,1.0
2018-12-01,Qoryooley,,,,,,1.0,1.0
2019-01-01,Qoryooley,3.0,1.0,,,1.0,,5.0
2019-02-01,Qoryooley,4.0,,,,,1.0,5.0
2019-03-01,Qoryooley,3.0,,,,,,3.0
2019-04-01,Qoryooley,4.0,,,,,1.0,5.0
2019-05-01,Qoryooley,5.0,,,,,,5.0
2019-06-01,Qoryooley,4.0,,,,,1.0,5.0
2019-07-01,Qoryooley,5.0,,,,,,5.0
2019-08-01,Qoryooley,3.0,1.0,,,,1.0,5.0
2019-09-01,Qoryooley,4.0,4.0,,,,2.0,10.0
2019-10-01,Qoryooley,1.0,1.0,,,,,2.0
2019-11-01,Qoryooley,5.0,3.0,,,,,8.0
2019-12-01,Qoryooley,3.0,,,,,1.0,4.0
2020-01-01,Qoryooley,6.0,,,,,,6.0
2020-02-01,Qoryooley,2.0,,,,,,2.0
2020-03-01,Qoryooley,1.0,,,,,,1.0
2020-04-01,Qoryooley,2.0,,,,,,2.0
2020-05-01,Qoryooley,6.0,,,,,1.0,7.0
2020-06-01,Qoryooley,5.0,,,,,1.0,6.0
2020-07-01,Qoryooley,4.0,2.0,,,,,6.0
2020-08-01,Qoryooley,8.0,2.0,,,,1.0,11.0
2020-09-01,Qoryooley,6.0,1.0,,,,,7.0
2020-10-01,Qoryooley,1.0,,,,,,1.0
2020-11-01,Qoryooley,2.0,,,,,,2.0
2020-12-01,Qoryooley,4.0,,,,,,4.0
2021-01-01,Qoryooley,4.0,,,,,,4.0
2021-02-01,Qoryooley,1.0,,,,,,1.0
2021-03-01,Qoryooley,3.0,,,,,,3.0
2021-04-01,Qoryooley,6.0,1.0,,,,,7.0
2021-05-01,Qoryooley,3.0,,,,,,3.0
2021-06-01,Qoryooley,3.0,1.0,,,1.0,,5.0
2021-07-01,Qoryooley,1.0,1.0,,,,,2.0
2021-08-01,Qoryooley,1.0,,,,,,1.0
2021-09-01,Qoryooley,3.0,,,,,,3.0
2021-10-01,Qoryooley,1.0,,,,,,1.0
2016-10-01,Rab Dhuure,,,,,,1.0,1.0
2017-01-01,Rab Dhuure,,,,,1.0,,1.0
2017-07-01,Rab Dhuure,1.0,,,,1.0,,2.0
2017-10-01,Rab Dhuure,2.0,1.0,,,2.0,,5.0
2018-12-01,Rab Dhuure,1.0,2.0,,,2.0,,5.0
2019-07-01,Rab Dhuure,1.0,,,,,,1.0
2019-09-01,Rab Dhuure,1.0,,,,,,1.0
2020-06-01,Rab Dhuure,,,,,1.0,,1.0
2020-08-01,Rab Dhuure,,,,,,1.0,1.0
2021-03-01,Rab Dhuure,,,,,,1.0,1.0
2016-10-01,Saakow,,,,,,1.0,1.0
2017-06-01,Saakow,,1.0,,,,,1.0
2017-10-01,Saakow,,1.0,,,,,1.0
2018-02-01,Saakow,1.0,,,,,,1.0
2018-07-01,Saakow,,1.0,,,,1.0,2.0
2018-09-01,Saakow,,1.0,,,,,1.0
2018-10-01,Saakow,,,,,,1.0,1.0
2019-07-01,Saakow,,,,,,2.0,2.0
2019-08-01,Saakow,1.0,2.0,,,,,3.0
2019-12-01,Saakow,,1.0,,,,,1.0
2020-02-01,Saakow,,1.0,,,,,1.0
2020-04-01,Saakow,,1.0,,,,,1.0
2020-06-01,Saakow,2.0,,,,,,2.0
2020-09-01,Saakow,,,,,,1.0,1.0
2020-12-01,Saakow,,1.0,,,,,1.0
2021-02-01,Saakow,,2.0,,,,,2.0
2021-06-01,Saakow,,,,,,1.0,1.0
2017-11-01,Sablaale,1.0,,,,,,1.0
2018-02-01,Sablaale,,,,,1.0,,1.0
2019-08-01,Sablaale,1.0,,,,,,1.0
2019-09-01,Sablaale,,1.0,,,,,1.0
2020-01-01,Sablaale,,,,,,1.0,1.0
2020-08-01,Sablaale,,1.0,,,,,1.0
2020-11-01,Sablaale,1.0,,,,,,1.0
2020-12-01,Sablaale,1.0,,,,,,1.0
2017-07-01,Sheikh,,,1.0,,,,1.0
2018-11-01,Sheikh,1.0,,,,,,1.0
2019-05-01,Sheikh,,1.0,,,,,1.0
2019-12-01,Sheikh,,,,1.0,,,1.0
2021-09-01,Sheikh,1.0,,,,,,1.0
2017-08-01,Taleex,2.0,,,,,,2.0
2017-11-01,Taleex,,,,,,1.0,1.0
2017-12-01,Taleex,1.0,,,,,,1.0
2018-05-01,Taleex,,,,,1.0,,1.0
2018-07-01,Taleex,1.0,,,,,,1.0
2018-09-01,Taleex,1.0,,,,,,1.0
2018-12-01,Taleex,,,,,1.0,,1.0
2016-10-01,Tayeeglow,,,,,1.0,2.0,3.0
2016-11-01,Tayeeglow,3.0,,,,,,3.0
2017-01-01,Tayeeglow,1.0,,,,,1.0,2.0
2017-02-01,Tayeeglow,,,,,,1.0,1.0
2017-05-01,Tayeeglow,,,,,,1.0,1.0
2018-04-01,Tayeeglow,1.0,,,,,,1.0
2018-05-01,Tayeeglow,1.0,,,,,,1.0
2018-09-01,Tayeeglow,1.0,,,,1.0,,2.0
2019-01-01,Tayeeglow,,,,,,2.0,2.0
2019-02-01,Tayeeglow,,1.0,,,,,1.0
2019-03-01,Tayeeglow,,,,,1.0,,1.0
2019-05-01,Tayeeglow,1.0,,,,,,1.0
2019-07-01,Tayeeglow,,,,,1.0,,1.0
2019-08-01,Tayeeglow,,,,,,1.0,1.0
2019-09-01,Tayeeglow,,,,,,1.0,1.0
2019-12-01,Tayeeglow,,,,,,1.0,1.0
2020-01-01,Tayeeglow,,,,,1.0,,1.0
2020-02-01,Tayeeglow,1.0,,,,,,1.0
2020-04-01,Tayeeglow,1.0,,,,,1.0,2.0
2020-05-01,Tayeeglow,1.0,,,,,,1.0
2020-07-01,Tayeeglow,,,,,,1.0,1.0
2020-12-01,Tayeeglow,,,,,,1.0,1.0
2021-01-01,Tayeeglow,,1.0,,,,,1.0
2021-08-01,Tayeeglow,1.0,,,,,,1.0
2016-10-01,Waajid,1.0,,,,,,1.0
2016-11-01,Waajid,,1.0,,,,,1.0
2016-12-01,Waajid,3.0,2.0,,,,,5.0
2017-02-01,Waajid,,1.0,,,,,1.0
2017-04-01,Waajid,3.0,,,,1.0,,4.0
2017-07-01,Waajid,,1.0,,,,,1.0
2017-08-01,Waajid,1.0,2.0,,,,2.0,5.0
2017-09-01,Waajid,1.0,,,,,,1.0
2017-10-01,Waajid,3.0,2.0,,,,2.0,7.0
2017-11-01,Waajid,,,,,1.0,1.0,2.0
2017-12-01,Waajid,1.0,,,,,,1.0
2018-01-01,Waajid,1.0,,,,,1.0,2.0
2018-02-01,Waajid,2.0,,,,1.0,,3.0
2018-06-01,Waajid,1.0,,,,,,1.0
2018-07-01,Waajid,1.0,,,,,1.0,2.0
2018-08-01,Waajid,1.0,1.0,,,,1.0,3.0
2019-03-01,Waajid,,1.0,,,,,1.0
2019-04-01,Waajid,1.0,,,,,,1.0
2019-06-01,Waajid,1.0,,,,,,1.0
2019-07-01,Waajid,,1.0,,,,,1.0
2019-12-01,Waajid,1.0,,,,,,1.0
2020-02-01,Waajid,1.0,,,,,,1.0
2020-03-01,Waajid,1.0,,,,,,1.0
2020-05-01,Waajid,,1.0,,,,,1.0
2020-07-01,Waajid,1.0,,,,,1.0,2.0
2020-10-01,Waajid,1.0,1.0,,,,,2.0
2020-11-01,Waajid,3.0,,1.0,,,3.0,7.0
2020-12-01,Waajid,3.0,,,,,,3.0
2021-01-01,Waajid,,,,,,1.0,1.0
2021-02-01,Waajid,,2.0,,,,,2.0
2021-03-01,Waajid,,1.0,,,,,1.0
2021-04-01,Waajid,1.0,,,,,,1.0
2021-05-01,Waajid,2.0,,,,,,2.0
2021-06-01,Waajid,2.0,1.0,,,,,3.0
2021-07-01,Waajid,5.0,,,,,1.0,6.0
2021-08-01,Waajid,5.0,1.0,,,,,6.0
2021-09-01,Waajid,4.0,,,,1.0,,5.0
2016-10-01,Wanla Weyn,2.0,,,,,,2.0
2016-11-01,Wanla Weyn,1.0,,,,,1.0,2.0
2016-12-01,Wanla Weyn,1.0,3.0,,,,,4.0
2017-01-01,Wanla Weyn,,,,,1.0,,1.0
2017-02-01,Wanla Weyn,2.0,2.0,,,,,4.0
2017-03-01,Wanla Weyn,1.0,,,,,1.0,2.0
2017-04-01,Wanla Weyn,,4.0,,,,1.0,5.0
2017-05-01,Wanla Weyn,4.0,1.0,,,,3.0,8.0
2017-07-01,Wanla Weyn,1.0,,,,,,1.0
2017-08-01,Wanla Weyn,3.0,,,,1.0,,4.0
2017-09-01,Wanla Weyn,1.0,,,,,,1.0
2017-10-01,Wanla Weyn,,1.0,,,,,1.0
2017-11-01,Wanla Weyn,4.0,2.0,,,,,6.0
2017-12-01,Wanla Weyn,,,,,1.0,,1.0
2018-01-01,Wanla Weyn,1.0,,,,1.0,1.0,3.0
2018-02-01,Wanla Weyn,,1.0,,,,,1.0
2018-03-01,Wanla Weyn,,,,,,2.0,2.0
2018-04-01,Wanla Weyn,2.0,1.0,,,,1.0,4.0
2018-05-01,Wanla Weyn,1.0,1.0,,,1.0,1.0,4.0
2018-06-01,Wanla Weyn,2.0,1.0,,,,,3.0
2018-07-01,Wanla Weyn,,,,,,1.0,1.0
2018-08-01,Wanla Weyn,,4.0,,,,,4.0
2018-09-01,Wanla Weyn,1.0,,,,,,1.0
2018-10-01,Wanla Weyn,1.0,4.0,2.0,,1.0,1.0,9.0
2018-11-01,Wanla Weyn,1.0,,,,,1.0,2.0
2018-12-01,Wanla Weyn,2.0,1.0,,,,1.0,4.0
2019-01-01,Wanla Weyn,,2.0,,,,,2.0
2019-02-01,Wanla Weyn,,1.0,,,,1.0,2.0
2019-03-01,Wanla Weyn,3.0,,,,,,3.0
2019-04-01,Wanla Weyn,3.0,1.0,,,1.0,,5.0
2019-05-01,Wanla Weyn,,1.0,,,,,1.0
2019-06-01,Wanla Weyn,6.0,2.0,,,,1.0,9.0
2019-07-01,Wanla Weyn,4.0,1.0,,,,,5.0
2019-08-01,Wanla Weyn,1.0,,,,,,1.0
2019-09-01,Wanla Weyn,2.0,,,,,1.0,3.0
2019-10-01,Wanla Weyn,1.0,1.0,,,,1.0,3.0
2019-11-01,Wanla Weyn,3.0,2.0,,,,,5.0
2019-12-01,Wanla Weyn,3.0,1.0,,,,2.0,6.0
2020-01-01,Wanla Weyn,5.0,,,,,,5.0
2020-02-01,Wanla Weyn,1.0,,,,,,1.0
2020-03-01,Wanla Weyn,1.0,1.0,,,,1.0,3.0
2020-04-01,Wanla Weyn,2.0,,,,,4.0,6.0
2020-05-01,Wanla Weyn,1.0,1.0,,,,1.0,3.0
2020-06-01,Wanla Weyn,3.0,1.0,,,,,4.0
2020-08-01,Wanla Weyn,1.0,3.0,,,,,4.0
2020-09-01,Wanla Weyn,1.0,1.0,,,,1.0,3.0
2020-10-01,Wanla Weyn,,,,,,1.0,1.0
2020-11-01,Wanla Weyn,,1.0,,,,,1.0
2020-12-01,Wanla Weyn,2.0,,,,,1.0,3.0
2021-01-01,Wanla Weyn,2.0,1.0,,,1.0,,4.0
2021-02-01,Wanla Weyn,,,,,1.0,1.0,2.0
2021-04-01,Wanla Weyn,,2.0,,,,,2.0
2021-05-01,Wanla Weyn,2.0,,,,,,2.0
2021-09-01,Wanla Weyn,,1.0,,,,,1.0
2016-11-01,Xarardheere,6.0,,,,,,6.0
2016-12-01,Xarardheere,1.0,,,,,2.0,3.0
2017-02-01,Xarardheere,2.0,,,,2.0,,4.0
2017-07-01,Xarardheere,,,,,,1.0,1.0
2018-04-01,Xarardheere,,,,,2.0,,2.0
2018-06-01,Xarardheere,,,,,1.0,,1.0
2018-07-01,Xarardheere,,,,,,3.0,3.0
2018-10-01,Xarardheere,,1.0,,,,1.0,2.0
2018-11-01,Xarardheere,,1.0,,,1.0,,2.0
2019-02-01,Xarardheere,,,,,,1.0,1.0
2019-12-01,Xarardheere,,1.0,,,1.0,,2.0
2020-06-01,Xarardheere,,1.0,,,,,1.0
2020-11-01,Xarardheere,1.0,,,,,,1.0
2021-01-01,Xarardheere,2.0,,,,,,2.0
2021-02-01,Xarardheere,1.0,,,,,,1.0
2021-07-01,Xarardheere,6.0,1.0,,,,,7.0
2021-08-01,Xarardheere,8.0,3.0,,,1.0,,12.0
2016-10-01,Xudun,1.0,,1.0,,,,2.0
2018-05-01,Xudun,1.0,,,,,,1.0
2021-04-01,Xudun,1.0,,,,,,1.0
2021-09-01,Xudun,1.0,,,,,,1.0
2016-10-01,Xudur,2.0,1.0,,,,1.0,4.0
2016-11-01,Xudur,1.0,,,,,,1.0
2016-12-01,Xudur,2.0,,,,,,2.0
2017-01-01,Xudur,3.0,1.0,,,1.0,2.0,7.0
2017-02-01,Xudur,1.0,,,,,,1.0
2017-03-01,Xudur,2.0,,,,,,2.0
2017-04-01,Xudur,1.0,,,,,,1.0
2017-05-01,Xudur,1.0,,,,,,1.0
2017-06-01,Xudur,1.0,,,,1.0,,2.0
2017-07-01,Xudur,3.0,,,,,1.0,4.0
2017-08-01,Xudur,2.0,,,,2.0,,4.0
2017-09-01,Xudur,4.0,,,,1.0,,5.0
2017-10-01,Xudur,7.0,,,,,,7.0
2017-11-01,Xudur,4.0,,,,,,4.0
2017-12-01,Xudur,2.0,1.0,,,,1.0,4.0
2018-01-01,Xudur,1.0,1.0,,,,,2.0
2018-03-01,Xudur,2.0,,,,,,2.0
2018-04-01,Xudur,1.0,,,,,1.0,2.0
2018-05-01,Xudur,1.0,,,,1.0,,2.0
2018-06-01,Xudur,1.0,,,,,1.0,2.0
2018-07-01,Xudur,3.0,,,,,1.0,4.0
2018-08-01,Xudur,3.0,,,,,2.0,5.0
2018-10-01,Xudur,4.0,,1.0,,,,5.0
2018-11-01,Xudur,1.0,,1.0,,,1.0,3.0
2018-12-01,Xudur,2.0,,,,,,2.0
2019-01-01,Xudur,1.0,,,,,,1.0
2019-02-01,Xudur,3.0,,,,,,3.0
2019-03-01,Xudur,1.0,,,,1.0,1.0,3.0
2019-04-01,Xudur,1.0,1.0,1.0,1.0,,,4.0
2019-05-01,Xudur,1.0,,,,,,1.0
2019-06-01,Xudur,4.0,,,,,,4.0
2019-07-01,Xudur,1.0,2.0,,,1.0,1.0,5.0
2019-08-01,Xudur,,1.0,,,1.0,4.0,6.0
2019-09-01,Xudur,4.0,,,,,2.0,6.0
2019-10-01,Xudur,4.0,,,,,,4.0
2020-03-01,Xudur,,1.0,,,,,1.0
2020-04-01,Xudur,2.0,,,,,,2.0
2020-06-01,Xudur,3.0,,,,,,3.0
2020-09-01,Xudur,1.0,1.0,,,,,2.0
2020-10-01,Xudur,2.0,,,,1.0,,3.0
2020-11-01,Xudur,3.0,,,,1.0,,4.0
2020-12-01,Xudur,5.0,1.0,,,2.0,2.0,10.0
2021-01-01,Xudur,3.0,6.0,,,,,9.0
2021-02-01,Xudur,4.0,1.0,,,,,5.0
2021-03-01,Xudur,9.0,,,,,1.0,10.0
2021-04-01,Xudur,8.0,,,,,1.0,9.0
2021-05-01,Xudur,9.0,1.0,,,,2.0,12.0
2021-06-01,Xudur,6.0,1.0,,,3.0,1.0,11.0
2021-07-01,Xudur,8.0,2.0,,,,,10.0
2021-08-01,Xudur,7.0,1.0,,,,,8.0
2021-09-01,Xudur,7.0,,,,,1.0,8.0
2016-12-01,Zeylac,,,1.0,,,,1.0
2017-04-01,Zeylac,,,1.0,,,,1.0
2017-06-01,Zeylac,,1.0,,,,,1.0
2018-02-01,Zeylac,1.0,,,,,,1.0
2018-09-01,Zeylac,,,1.0,,,,1.0
2018-10-01,Zeylac,1.0,,,,,,1.0
2019-01-01,Zeylac,1.0,,,,,,1.0
