date,district,rainfall,ndvi_score,Price of water,Sorghum prices,Maize prices,Red Rice prices,New Admissions (GAM),Measles Cases,AWD/cholera cases,AWD/Cholera deaths,Malaria Cases,Insecurity - Incidents,Insecurity - Fatalities,Displacement (arrivals),Displacement (departures),Total alarms
2021-03-01,Bossaso,2.29,0.17,15.0,38.4,,24,1.082,1.0,,,4.0,2.0,23.0,400 - 500,200 - 300,7
2021-03-01,Bandarbeyla,1.92,0.14,30.0,,,26,28.0,,,,,,,0 - 100,200 - 300,2
2021-03-01,Caluula,2.31,0.23,35.0,,,34.4,56.0,,,,,,,,100 - 200,3
2021-03-01,Iskushuban,1.81,0.16,30.0,,,27,105.0,,,,,1.0,0.0,200 - 300,0 - 100,2
2021-03-01,Qandala,3.06,0.2,,,,,23.0,,,,,1.0,6.0,,100 - 200,2
2021-03-01,Qardho,3.77,0.13,,,,,77.0,,,,,,,700 - 800,600 - 700,0
2021-03-01,Garoowe,3.23,0.13,17.6,33.2,31.6,27.3,26.0,,,,,2.0,1.0,0 - 100,200 - 300,7
2021-03-01,Burtinle,4.44,0.18,,39.6,,27.8,197.0,,,,,,,200 - 300,100 - 200,3
2021-03-01,Eyl,4.05,0.16,,42.4,,29,100.0,,,,,,,100 - 200,0 - 100,2
2021-03-01,Gaalkacyo,2.76,0.19,26.2,14.0,14.0,23.8,5.816,,20.0,,,6.0,5.0,800 - 900,400 - 500,5
2021-03-01,Galdogob,3.05,0.19,,,,,140.0,,,,,,,100 - 200,100 - 200,0
2021-03-01,Hobyo,7.76,0.17,,39.0,,39,231.0,,30.0,,,1.0,1.0,,0 - 100,4
2021-03-01,Jariiban,5.58,0.17,,31.2,28.0,28.4,266.0,,,,,,,,,2
2021-03-01,Xarardheere,12.19,0.2,8.0,9.7,14.4,17.8,76.0,,,,,,,,0 - 100,1
2021-03-01,Dhuusamarreeb,8.24,0.21,20.0,20.4,22.4,24,,11.0,11.0,,1.0,2.0,0.0,100 - 200,100 - 200,5
2021-03-01,Cabudwaaq,4.26,0.2,10.0,16.08,20.0,23.72,71.0,,,,,2.0,1.0,,,3
2021-03-01,Cadaado,3.81,0.19,,,,,137.0,,,,1.0,3.0,4.0,,,2
2021-03-01,Ceel Buur,9.6,0.21,,,,,237.0,,,,,1.0,0.0,,,0
2021-03-01,Ceel Dheer,12.04,0.2,19.6,10.8,,16.8,320.0,,,,,,,,0 - 100,2
2021-03-01,Belet Weyne,4.59,0.21,25.0,16.5,13.5,16,,18.0,4.0,,21.0,2.0,1.0,100 - 200,100 - 200,7
2021-03-01,Bulo Burto,5.65,0.24,12.0,13.0,12.4,20,2.624,4.0,,,,3.0,13.0,0 - 100,0 - 100,6
2021-03-01,Jalalaqsi,5.72,0.26,,12.0,13.0,20,327.0,,,,,3.0,0.0,0 - 100,200 - 200,6
2021-03-01,Jowhar,5.96,0.28,16.0,7.25,9.475,15,,15.0,,,2.0,10.0,15.0,900 - 1000,1000 - 1100,8
2021-03-01,Adan Yabaal,9.48,0.23,15.0,22.0,,31,,,,,,,,100 - 200,100 - 200,2
2021-03-01,Balcad,3.84,0.26,,7.0,11.0,16,,10.0,8.0,,,5.0,1.0,100 - 200,100 - 200,7
2021-03-01,Cadale,9.64,0.25,,10.5,11.0,14,125.0,,,,,,,100 - 200,100 - 200,0
2021-03-01,Mogadishu,2.18,0.18,,8.26,9.3,11.4,10.23,81.0,7.0,,114.0,43.0,60.0,2900 - 3000,0 - 100,7
2021-03-01,Marka,1.73,0.34,51.75,8.15,9.4,15,815.0,6.0,10.0,,52.0,17.0,0.0,600 - 700,900 - 1000,4
2021-03-01,Afgooye,1.75,0.26,,7.2,9.0,13,2.206,,,,,19.0,39.0,0 - 100,300 - 400,5
2021-03-01,Baraawe,1.86,0.24,,,7.95,18,326.0,,,,1.0,3.0,0.0,,,4
2021-03-01,Kurtunwaarey,3.64,0.33,,5.0,8.0,15,,2.0,,,,,,100 - 200,0 - 100,2
2021-03-01,Qoryooley,2.21,0.3,27.25,10.0,7.25,15,228.0,,2.0,,2.0,4.0,10.0,,100 - 200,5
2021-03-01,Sablaale,3.76,0.31,,,,,,,,,,,,,0 - 100,1
2021-03-01,Wanla Weyn,2.68,0.23,6.0,5.0,9.333,13.75,567.0,,,,,,,100 - 200,2000 - 2100,5
2021-03-01,Baydhaba,10.36,0.27,25.0,6.6,7.58,15,122.0,25.0,17.0,,46.0,8.0,4.0,1200 - 1300,200 - 300,7
2021-03-01,Buur Hakaba,4.79,0.26,,4.6,8.0,15.6,497.0,,,,,2.0,2.0,,0 - 100,6
2021-03-01,Diinsoor,11.46,0.27,35.0,4.84,5.1,32,,,,,29.0,,,,800 - 900,6
2021-03-01,Qansax Dheere,14.8,0.25,35.0,5.8,7.0,36.4,244.0,,,,,,,,1200 - 1300,9
2021-03-01,Xudur,3.18,0.23,35.0,13.5,15.0,29.6,1.686,,,,5.0,10.0,2.0,500 - 600,500 - 600,7
2021-03-01,Ceel Barde,5.0,0.22,50.0,20.0,21.0,50,540.0,,,,,,,400 - 500,400 - 500,6
2021-03-01,Tayeeglow,4.5,0.28,,5.0,6.0,17,,,,,,,,,0 - 100,2
2021-03-01,Waajid,6.13,0.21,,12.0,12.0,33,875.0,,,,,1.0,1.0,,0 - 100,7
2021-03-01,Rab Dhuure,6.15,0.15,,,,,280.0,,,,,1.0,0.0,,,1
2021-03-01,Garbahaarey,12.89,0.23,,,,,,,,,,2.0,4.0,100 - 200,100 - 200,2
2021-03-01,Baardheere,14.69,0.25,8.0,9.0,11.6,18,43.0,,,,,1.0,2.0,600 - 700,1500 - 1600,8
2021-03-01,Belet Xaawo,10.48,0.25,21.6,18.4,19.0,18,892.0,,,,,1.0,1.0,100 - 200,0 - 100,5
2021-03-01,Ceel Waaq,17.33,0.28,14.6,16.6,16.2,24.2,106.0,,,,,,,400 - 500,600 - 700,7
2021-03-01,Doolow,5.26,0.18,,,,,1.667,,,,,,,,0 - 100,2
2021-03-01,Luuq,9.43,0.17,8.0,12.0,12.0,20.4,1.059,,,,,3.0,11.0,200 - 300,0 - 100,7
2021-03-01,Bu'aale,5.61,0.32,40.0,9.6,10.0,17.2,,12.0,,,,1.0,5.0,,0 - 100,9
2021-03-01,Jilib,3.25,0.32,40.8,,10.0,17,,24.0,,,19.0,2.0,10.0,0 - 100,100 - 200,11
2021-03-01,Saakow,9.5,0.26,40.0,9.4,9.2,18,,11.0,,,,,,1800 - 1800,100 - 200,10
2021-03-01,Kismaayo,8.51,0.31,50.0,,13.0,14.4,938.0,14.0,,,4.0,9.0,25.0,300 - 400,0 - 100,6
2021-03-01,Afmadow,10.27,0.27,43.0,,11.0,14.8,1.55,,,,,6.0,0.0,400 - 500,300 - 400,3
2021-03-01,Badhaadhe,13.34,0.38,,,,,,,,,,,,100 - 200,100 - 200,0
2021-03-01,Jamaame,3.47,0.31,10.0,,9.0,16.6,,,,,,,,300 - 400,600 - 700,3
2021-02-01,Borama,3.0,0.17,5.0,3.25,4.0,6,259.0,,,,,,,100 - 200,400 - 500,4
2021-02-01,Baki,2.17,0.16,,,,,338.0,,,,,,,0 - 100,100 - 200,1
2021-02-01,Lughaye,2.58,0.13,,,,,669.0,,,,,,,300 - 400,,1
2021-02-01,Zeylac,3.86,0.13,5.0,5.0,5.0,7,662.0,,,,,,,0 - 100,0 - 100,1
2021-02-01,Hargeysa,2.3,0.15,10.0,4.667,6.0,7,1.9,,,,,,,0 - 100,,4
2021-02-01,Berbera,0.83,0.16,,,,,76.0,,,,,,,,0 - 100,0
2021-02-01,Gebiley,2.02,0.17,10.0,3.2,,8.167,1.079,,,,,,,,,2
2021-02-01,Burco,2.51,0.17,10.0,5.0,5.0,5,143.0,,,,,,,0 - 100,0 - 100,1
2021-02-01,Buuhoodle,1.23,0.18,,,,,410.0,,,,,3.0,1.0,100 - 200,100 - 200,2
2021-02-01,Owdweyne,2.88,0.16,,,,,189.0,,,,1.0,,,,0 - 100,0
2021-02-01,Sheikh,3.29,0.2,,,,,43.0,,,,,,,,,1
2021-02-01,Laas Caanood,0.61,0.14,100.0,,,28,432.0,,,,,2.0,1.0,100 - 200,100 - 200,5
2021-02-01,Caynabo,1.27,0.15,,,,,496.0,,,,,,,200 - 300,0 - 100,0
2021-02-01,Taleex,0.69,0.13,,,,,11.0,,,,,,,0 - 100,0 - 100,0
2021-02-01,Xudun,0.48,0.13,,,,,179.0,,,,,,,300 - 400,300 - 400,0
2021-02-01,Ceerigaabo,1.8,0.14,50.0,,,21,1.132,,,,,1.0,0.0,400 - 500,400 - 500,3
2021-02-01,Ceel Afweyn,1.5,0.17,,,,,393.0,,,,,,,0 - 100,0 - 100,1
2021-02-01,Laasqoray,1.05,0.19,,,,,278.0,,,,,,,200 - 300,200 - 300,1
2021-02-01,Bossaso,0.78,0.18,15.0,36.5,,23,760.0,1.0,,,3.0,2.0,0.0,300 - 400,0 - 100,5
2021-02-01,Bandarbeyla,0.34,0.15,30.0,,,25.5,23.0,,,,,,,0 - 100,100 - 200,2
2021-02-01,Caluula,0.31,0.27,35.0,,,32,38.0,,,,,,,,100 - 200,3
2021-02-01,Iskushuban,0.26,0.17,30.0,,,26,59.0,,,,,,,200 - 300,0 - 100,2
2021-02-01,Qandala,0.82,0.23,,,,,26.0,,,,,,,,100 - 200,0
2021-02-01,Qardho,0.58,0.14,,,,,100.0,,,,,,,500 - 600,400 - 500,0
2021-02-01,Garoowe,0.44,0.14,16.0,32.0,29.667,27.5,87.0,,,,,,,400 - 500,800 - 900,5
2021-02-01,Burtinle,0.66,0.18,,,,,289.0,,,,,,,,200 - 300,0
2021-02-01,Eyl,0.28,0.17,,,,,169.0,,,,,,,0 - 100,0 - 100,0
2021-02-01,Gaalkacyo,0.5,0.17,25.0,12.0,14.0,22,836.0,,8.0,,,3.0,5.0,1700 - 1800,0 - 100,3
2021-02-01,Galdogob,0.48,0.18,,,,,221.0,,,,,2.0,1.0,100 - 200,100 - 200,2
2021-02-01,Hobyo,0.7,0.17,,,,,233.0,,,,,2.0,8.0,0 - 100,1600 - 1700,2
2021-02-01,Jariiban,0.51,0.17,,,,,316.0,,,,,,,,,1
2021-02-01,Xarardheere,1.72,0.2,8.0,8.5,13.0,18,86.0,,,,,,,,,0
2021-02-01,Dhuusamarreeb,0.91,0.19,17.5,18.0,11.008,18,481.0,9.0,39.0,,14.0,10.0,16.0,4600 - 4700,8400 - 8500,5
2021-02-01,Cabudwaaq,1.69,0.19,10.0,18.0,20.0,21.6,24.0,,,,,2.0,3.0,,0 - 100,5
2021-02-01,Cadaado,0.68,0.18,,,,,198.0,,16.0,,,,,3800 - 3900,,0
2021-02-01,Ceel Buur,1.03,0.21,,,,,280.0,,,,,,,,,0
2021-02-01,Ceel Dheer,1.17,0.21,20.0,11.167,,16,365.0,,,,,1.0,11.0,,0 - 100,4
2021-02-01,Belet Weyne,0.79,0.2,25.0,17.0,11.0,16,,10.0,4.0,,11.0,8.0,3.0,200 - 300,100 - 200,9
2021-02-01,Bulo Burto,0.87,0.22,12.0,13.0,12.0,20,992.0,1.0,,,,4.0,1.0,100 - 200,100 - 200,6
2021-02-01,Jalalaqsi,1.24,0.25,,,,,,,,,,5.0,0.0,100 - 200,100 - 200,0
2021-02-01,Jowhar,1.48,0.26,15.667,7.333,8.167,14.667,,85.0,,,12.0,6.0,1.0,4200 - 4300,1700 - 1800,9
2021-02-01,Adan Yabaal,1.13,0.22,15.0,22.0,,25.333,,,,,,,,,0 - 100,0
2021-02-01,Balcad,0.95,0.26,,,,,,8.0,11.0,,,5.0,3.0,0 - 100,2400 - 2500,3
2021-02-01,Cadale,1.26,0.24,,,,,39.0,,,,,3.0,3.0,0 - 100,0 - 100,2
2021-02-01,Mogadishu,1.03,,,,,,10.123,102.0,12.0,,201.0,38.0,23.0,5400 - 5500,1300 - 1400,4
2021-02-01,Marka,0.25,0.31,51.667,8.878,8.878,13.667,473.0,5.0,6.0,,33.0,22.0,51.0,200 - 300,500 - 600,5
2021-02-01,Afgooye,0.73,0.23,10.5,7.1,9.111,14,2.803,,16.0,,,35.0,48.0,2900 - 3000,400 - 500,5
2021-02-01,Baraawe,0.38,0.21,,,,,258.0,,,,,7.0,0.0,,,0
2021-02-01,Kurtunwaarey,0.69,0.32,,,,,,,,,,,,,0 - 100,0
2021-02-01,Qoryooley,0.54,0.27,15.333,10.0,7.0,15,287.0,,,,19.0,1.0,2.0,,0 - 100,7
2021-02-01,Sablaale,0.84,0.31,,,,,,,,,,,,,,0
2021-02-01,Wanla Weyn,0.99,0.21,6.0,4.666,8.444,13,501.0,,,,,2.0,3.0,6700 - 6800,12800 - 12900,7
2021-02-01,Baydhaba,0.82,0.23,25.0,6.6,7.3,16,270.0,82.0,66.0,,147.0,13.0,6.0,4600 - 4700,1300 - 1400,6
2021-02-01,Buur Hakaba,1.02,0.22,,4.0,7.0,15,482.0,,19.0,,,2.0,1.0,,200 - 300,3
2021-02-01,Diinsoor,1.74,0.21,,,,,78.0,,,,,,,0 - 100,1600 - 1700,1
2021-02-01,Qansax Dheere,1.05,0.19,30.0,5.5,7.0,35,197.0,,60.0,,9.0,3.0,14.0,,2700 - 2800,10
2021-02-01,Xudur,0.49,0.2,30.0,12.5,13.0,27,1.849,,,,7.0,5.0,0.0,500 - 600,900 - 1000,3
2021-02-01,Ceel Barde,0.93,0.2,40.0,20.0,21.0,45,389.0,,,,,,,100 - 200,100 - 200,4
2021-02-01,Tayeeglow,0.53,0.24,,,,,375.0,,,,,,,,300 - 400,1
2021-02-01,Waajid,0.71,0.2,,13.0,12.0,36,788.0,,,,,2.0,0.0,,200 - 300,4
2021-02-01,Rab Dhuure,0.7,0.15,,,,,322.0,,,,,,,,,0
2021-02-01,Garbahaarey,0.94,0.21,,,,,,,,,,2.0,0.0,200 - 300,100 - 200,0
2021-02-01,Baardheere,3.01,0.21,8.0,9.0,12.0,19,320.0,,,,,3.0,0.0,700 - 800,1100 - 1200,6
2021-02-01,Belet Xaawo,1.25,0.21,21.0,18.0,19.0,18,1.197,,,,,1.0,1.0,400 - 500,23700 - 23800,9
2021-02-01,Ceel Waaq,2.4,0.23,13.0,17.0,17.0,25,58.0,,66.0,,,,,1200 - 1300,1200 - 1300,5
2021-02-01,Doolow,1.44,0.17,,,,,1.264,,,,246.0,,,8300 - 8400,0 - 100,2
2021-02-01,Luuq,0.7,0.16,8.0,11.0,11.0,22,652.0,,,,,3.0,8.0,15300 - 15400,,4
2021-02-01,Bu'aale,2.4,0.27,,9.0,8.1,,,22.0,,,,,,,0 - 100,2
2021-02-01,Jilib,1.54,0.29,,,8.66,,,42.0,,,72.0,2.0,0.0,,0 - 100,2
2021-02-01,Saakow,4.21,0.21,,8.5,8.0,,,19.0,,,,2.0,0.0,2400 - 2500,200 - 300,3
2021-02-01,Kismaayo,2.18,0.14,100.0,,,28,924.0,25.0,,,,10.0,1.0,300 - 400,0 - 100,6
2021-02-01,Afmadow,4.6,0.2,,,,,980.0,,,,,9.0,2.0,200 - 300,0 - 100,4
2021-02-01,Badhaadhe,2.63,0.27,,,,,1.172,1.0,,,,2.0,0.0,100 - 200,100 - 200,2
2021-02-01,Jamaame,1.7,0.3,,,,,,,,,,5.0,20.0,400 - 500,600 - 700,2
2021-01-01,Borama,3.38,0.23,5.0,2.675,4.0,6,285.0,,,,,,,200 - 300,400 - 500,4
2021-01-01,Baki,4.72,0.24,,,,,477.0,,,,,,,0 - 100,0 - 100,1
2021-01-01,Lughaye,5.44,0.19,,,,,574.0,,,,,,,100 - 200,,1
2021-01-01,Zeylac,5.17,0.16,5.0,5.0,,6.667,313.0,,,,,,,,,0
2021-01-01,Hargeysa,2.14,0.17,10.0,3.963,6.0,7,2.656,,,,,,,100 - 200,0 - 100,3
2021-01-01,Berbera,3.46,0.19,,,,,84.0,,,,,,,,0 - 100,0
2021-01-01,Gebiley,1.92,0.22,10.0,3.433,6.75,8.5,779.0,,,,,,,,,4
2021-01-01,Burco,1.82,0.18,10.0,5.0,5.0,5,12.0,,,,,,,0 - 100,0 - 100,1
2021-01-01,Buuhoodle,0.91,0.17,,,,,,,,,,4.0,3.0,200 - 300,200 - 300,2
2021-01-01,Owdweyne,2.28,0.17,,,,,13.0,,,,,,,100 - 200,100 - 200,0
2021-01-01,Sheikh,2.41,0.26,,,,,,,,,,,,,,0
2021-01-01,Laas Caanood,0.95,0.14,90.0,,,25.75,479.0,,,,,1.0,0.0,200 - 300,200 - 300,2
2021-01-01,Caynabo,1.81,0.16,,,,,137.0,,,,,,,0 - 100,0 - 100,0
2021-01-01,Taleex,0.6,0.13,,,,,40.0,,,,,,,0 - 100,0 - 100,0
2021-01-01,Xudun,1.32,0.13,,,,28.5,209.0,,,,,,,500 - 600,500 - 600,2
2021-01-01,Ceerigaabo,2.19,0.17,49.5,,,21,677.0,,,,,1.0,0.0,400 - 500,400 - 500,4
2021-01-01,Ceel Afweyn,2.6,0.2,,,,,62.0,,,,,,,0 - 100,0 - 100,0
2021-01-01,Laasqoray,0.32,0.22,,,,,78.0,,,,,1.0,0.0,600 - 700,600 - 700,0
2021-01-01,Bossaso,0.43,0.22,14.75,36.0,,23.25,997.0,,,,6.0,2.0,2.0,200 - 300,0 - 100,7
2021-01-01,Bandarbeyla,1.09,0.18,30.0,,,25.75,24.0,,,,,,,0 - 100,100 - 200,2
2021-01-01,Caluula,1.58,0.33,35.0,,,34.25,36.0,,,,,,,,100 - 200,3
2021-01-01,Iskushuban,0.57,0.21,30.0,,,26.75,89.0,,,,,2.0,7.0,200 - 300,200 - 200,4
2021-01-01,Qandala,0.53,0.29,,,,,25.0,,,,,,,,100 - 200,0
2021-01-01,Qardho,0.19,0.15,,,,,104.0,,,,,,,500 - 600,500 - 600,0
2021-01-01,Garoowe,1.55,0.14,15.25,31.5,28.75,25.125,890.0,,,,,,,,200 - 300,6
2021-01-01,Burtinle,1.03,0.17,,,,,235.0,,,,,,,,0 - 100,0
2021-01-01,Eyl,2.15,0.19,,,,,109.0,,,,,,,100 - 200,0 - 100,0
2021-01-01,Gaalkacyo,0.5,0.17,26.0,12.0,14.0,22.25,4.481,1.0,6.0,,,6.0,2.0,700 - 800,100 - 200,5
2021-01-01,Galdogob,0.26,0.18,,,,,139.0,,,,,,,100 - 200,200 - 300,0
2021-01-01,Hobyo,1.25,0.16,,,,,502.0,,,,,2.0,26.0,0 - 100,500 - 600,2
2021-01-01,Jariiban,1.31,0.16,,,,,217.0,,,,,,,,,0
2021-01-01,Xarardheere,3.08,0.18,7.25,,185.25,16.75,62.0,,,,,,,,,1
2021-01-01,Dhuusamarreeb,2.28,0.17,15.0,14.75,16.0,16,394.0,4.0,33.0,,,2.0,6.0,,,3
2021-01-01,Cabudwaaq,1.15,0.18,10.0,17.0,20.0,"5,616,800",33.0,,,,,2.0,6.0,,,6
2021-01-01,Cadaado,2.14,0.17,,,,,297.0,,24.0,,,1.0,1.0,,,2
2021-01-01,Ceel Buur,3.11,0.18,,,,,,,,,,,,,0 - 100,0
2021-01-01,Ceel Dheer,3.2,0.21,20.0,10.5,,16.25,338.0,,,,,2.0,3.0,,0 - 100,3
2021-01-01,Belet Weyne,0.93,0.17,25.0,17.0,11.0,16,1.7,11.0,2.0,,1.0,6.0,2.0,200 - 300,400 - 500,10
2021-01-01,Bulo Burto,1.82,0.18,11.5,13.0,12.0,20,1.676,5.0,,,,3.0,1.0,100 - 200,100 - 200,7
2021-01-01,Jalalaqsi,2.14,0.26,,12.0,13.0,20,19.0,,,,,3.0,1.0,100 - 200,100 - 200,7
2021-01-01,Jowhar,1.96,0.27,16.0,7.25,20.0,16.25,530.0,55.0,,,10.0,3.0,0.0,200 - 300,0 - 100,5
2021-01-01,Adan Yabaal,2.38,0.24,15.0,21.0,,20.5,,,,,,,,,0 - 100,0
2021-01-01,Balcad,1.84,0.32,,,,,651.0,8.0,11.0,,,7.0,19.0,,0 - 100,3
2021-01-01,Cadale,2.09,0.28,,,,,100.0,,3.0,,,1.0,0.0,,100 - 200,0
2021-01-01,Mogadishu,1.26,,,8.15,9.625,11.75,6.279,39.0,80.0,,128.0,46.0,49.0,1400 - 1500,0 - 100,4
2021-01-01,Marka,1.34,0.42,50.0,8.15,8.15,13.75,3.147,5.0,18.0,,5.0,17.0,11.0,100 - 200,800 - 900,5
2021-01-01,Afgooye,1.55,0.31,16.0,7.334,8.0,14,2.397,,,,,32.0,16.0,100 - 200,200 - 300,3
2021-01-01,Baraawe,0.59,0.27,,,,,353.0,,,,,4.0,0.0,300 - 400,300 - 400,0
2021-01-01,Kurtunwaarey,2.29,0.49,,,,,,,,,,1.0,0.0,200 - 300,800 - 900,0
2021-01-01,Qoryooley,1.4,0.38,16.25,22.5,6.5,15,231.0,,,,14.0,4.0,0.0,100 - 200,100 - 200,3
2021-01-01,Sablaale,1.29,0.51,,,,,,,,,,,,200 - 300,0 - 100,0
2021-01-01,Wanla Weyn,1.62,0.22,6.0,6.666,8.0,13.75,99.0,,,,,4.0,4.0,,100 - 200,4
2021-01-01,Baydhaba,1.47,0.27,25.0,6.6,7.3,17.25,3.042,66.0,35.0,,242.0,9.0,14.0,1900 - 2000,600 - 700,4
2021-01-01,Buur Hakaba,1.33,0.3,,4.0,7.0,15.25,,,3.0,,,5.0,7.0,,100 - 200,3
2021-01-01,Diinsoor,2.57,0.35,35.0,6.55,6.25,33.5,,,,,,6.0,6.0,200 - 300,1800 - 1900,7
2021-01-01,Qansax Dheere,1.71,0.27,30.0,5.25,6.75,26.75,453.0,,29.0,,25.0,3.0,2.0,,1000 - 1100,7
2021-01-01,Xudur,0.45,0.18,30.0,12.75,14.5,30.5,1.436,,,,,9.0,6.0,,0 - 100,6
2021-01-01,Ceel Barde,0.69,0.18,40.0,20.0,20.0,41.25,297.0,,,,,3.0,7.0,,,8
2021-01-01,Tayeeglow,0.64,0.22,,6.0,6.75,17,,,,,,1.0,0.0,700 - 800,700 - 800,1
2021-01-01,Waajid,0.61,0.17,,13.0,12.25,37,631.0,,,,,1.0,4.0,300 - 400,300 - 400,7
2021-01-01,Rab Dhuure,0.48,0.14,,,,,196.0,,,,,,,100 - 200,100 - 200,0
2021-01-01,Garbahaarey,1.56,0.19,,,,,,,,,15.0,1.0,0.0,100 - 200,100 - 200,0
2021-01-01,Baardheere,2.83,0.25,8.0,9.0,12.0,18,42.0,,,,,2.0,1.0,1400 - 1500,1200 - 1300,8
2021-01-01,Belet Xaawo,1.92,0.2,21.75,17.75,18.5,18.75,577.0,,,,,3.0,26.0,1800 - 1800,3800 - 3900,5
2021-01-01,Ceel Waaq,2.85,0.22,8.0,16.75,16.75,25,44.0,1.0,88.0,,,1.0,0.0,500 - 600,500 - 600,5
2021-01-01,Doolow,0.97,0.18,,,,,1.376,,,,6.0,,,1200 - 1300,,1
2021-01-01,Luuq,0.88,0.15,8.75,10.75,10.5,21,21.0,,,,,4.0,0.0,900 - 1000,,0
2021-01-01,Bu'aale,2.16,0.4,33.0,9.75,425.0,16,,26.0,,,,,,,0 - 100,5
2021-01-01,Jilib,2.45,0.48,34.0,,7.875,16,,50.0,,,84.0,2.0,4.0,,0 - 100,6
2021-01-01,Saakow,2.19,0.31,35.0,10.0,8.0,16.5,,19.0,,,,,,1700 - 1800,0 - 100,6
2021-01-01,Kismaayo,2.05,0.37,50.0,,11.0,14,805.0,47.0,1.0,,2.0,20.0,18.0,300 - 400,0 - 100,5
2021-01-01,Afmadow,2.24,0.31,18.0,,10.0,14,950.0,,,,,4.0,12.0,0 - 100,,3
2021-01-01,Badhaadhe,4.25,0.47,,,,,1.104,9.0,,,,3.0,2.0,0 - 100,0 - 100,4
2021-01-01,Jamaame,1.31,0.4,10.0,,7.0,17,,,,,,4.0,3.0,300 - 400,700 - 800,4
2020-12-01,Borama,4.57,0.23,5.0,2.75,4.0,6,233.0,,,,,,,100 - 200,100 - 200,4
2020-12-01,Baki,7.95,0.21,,,,,261.0,,,,,,,0 - 100,0 - 100,1
2020-12-01,Lughaye,14.4,0.15,,,,,413.0,,,,,,,0 - 100,0 - 100,0
2020-12-01,Zeylac,19.84,0.14,5.0,5.0,,7,145.0,,,,,,,0 - 100,0 - 100,0
2020-12-01,Hargeysa,1.9,0.18,10.0,4.075,6.0,7,2.659,,,,,,,100 - 200,0 - 100,5
2020-12-01,Berbera,7.5,0.18,,,,,,,,,,1.0,2.0,,0 - 100,2
2020-12-01,Gebiley,2.68,0.23,10.5,3.05,8.6,8.475,1.23,,,,,,,,,3
2020-12-01,Burco,1.78,0.19,10.0,5.0,5.0,5,259.0,,,,,,,0 - 100,0 - 100,1
2020-12-01,Buuhoodle,2.88,0.19,,,,,126.0,,,,,,,500 - 600,600 - 700,1
2020-12-01,Owdweyne,2.32,0.18,,,,,,,,,,,,100 - 200,100 - 200,0
2020-12-01,Sheikh,8.01,0.27,,,,,,,,,,,,,,0
2020-12-01,Laas Caanood,1.79,0.16,80.0,,,24.25,2.219,,,,,1.0,0.0,700 - 800,500 - 600,3
2020-12-01,Caynabo,2.19,0.17,,,,,381.0,,,,,,,0 - 100,0 - 100,1
2020-12-01,Taleex,0.37,0.14,,,,,59.0,,,,,,,0 - 100,100 - 200,1
2020-12-01,Xudun,1.88,0.15,,,,,73.0,,,,,,,200 - 300,300 - 400,1
2020-12-01,Ceerigaabo,1.97,0.18,49.0,,,20,816.0,,,,,,,300 - 400,300 - 400,5
2020-12-01,Ceel Afweyn,4.33,0.19,,,,,60.0,,,,,,,0 - 100,0 - 100,0
2020-12-01,Laasqoray,3.29,0.21,,,,,506.0,,,,,1.0,0.0,200 - 300,300 - 400,1
2020-12-01,Bossaso,8.08,0.21,14.25,36.5,,24,941.0,,,,35.0,4.0,1.0,400 - 500,100 - 200,6
2020-12-01,Bandarbeyla,27.27,0.16,23.25,,,26.25,31.0,,,,,,,100 - 200,100 - 200,2
2020-12-01,Caluula,17.2,0.28,35.0,,,35,64.0,,,,,,,,0 - 100,3
2020-12-01,Iskushuban,6.73,0.2,30.0,,,27.25,96.0,,,,,4.0,0.0,200 - 300,0 - 100,2
2020-12-01,Qandala,10.02,0.25,,,,,31.0,,,,,,,,100 - 200,0
2020-12-01,Qardho,3.01,0.15,,,,,80.0,,1.0,,,,,400 - 500,600 - 700,0
2020-12-01,Garoowe,0.43,0.15,16.0,32.0,29.75,25.5,889.0,,,,,1.0,0.0,0 - 100,0 - 100,6
2020-12-01,Burtinle,0.79,0.2,,27.5,682.125,26.375,197.0,,,,,,,100 - 200,0 - 100,2
2020-12-01,Eyl,5.71,0.18,,40.0,,26.75,211.0,,,,,,,200 - 300,0 - 100,4
2020-12-01,Gaalkacyo,1.02,0.2,25.0,12.25,14.25,22.25,426.0,,66.0,,,7.0,24.0,200 - 300,100 - 200,3
2020-12-01,Galdogob,2.41,0.19,,,,,55.0,,,,,,,0 - 100,100 - 200,0
2020-12-01,Hobyo,3.33,0.23,,,,,160.0,,,,,,,600 - 700,700 - 800,0
2020-12-01,Jariiban,2.71,0.2,,,,30.75,44.0,,3.0,,,,,,0 - 100,1
2020-12-01,Xarardheere,11.37,0.36,7.0,,12.75,17.5,64.0,,,,,,,,0 - 100,1
2020-12-01,Dhuusamarreeb,0.66,0.28,15.0,13.5,15.75,16,,,180.0,,3.0,5.0,6.0,,0 - 100,2
2020-12-01,Cabudwaaq,0.86,0.24,10.0,17.0,20.0,22.4,,,75.0,,,2.0,6.0,,0 - 100,6
2020-12-01,Cadaado,0.5,0.23,,,,,265.0,,2.0,,,1.0,1.0,,0 - 100,2
2020-12-01,Ceel Buur,3.63,0.32,,,,,,,,,,1.0,0.0,,,0
2020-12-01,Ceel Dheer,5.76,0.4,20.0,10.375,,16.25,304.0,,,,,,,,,0
