date,district,MAM_admissions,SAM_admissions
2020-12-01,Qansax Dheere,116.0,77.0
2021-01-01,Qansax Dheere,317.0,136.0
2021-02-01,Qansax Dheere,143.0,54.0
2021-03-01,Qansax Dheere,164.0,80.0
2021-04-01,Qansax Dheere,126.0,58.0
2021-05-01,Qansax Dheere,231.0,62.0
2021-06-01,Qansax Dheere,712.0,213.0
2021-07-01,Qansax Dheere,563.0,224.0
2021-08-01,Qansax Dheere,1000.0,550.0
2021-09-01,Qansax Dheere,310.0,244.0
2021-10-01,Qansax Dheere,264.0,141.0
2021-11-01,Qansax Dheere,409.0,754.0
2019-01-01,Qoryooley,0.0,147.0
2019-02-01,Qoryooley,0.0,149.0
2019-03-01,Qoryooley,0.0,157.0
2019-04-01,Qoryooley,0.0,151.0
2019-05-01,Qoryooley,0.0,126.0
2019-06-01,Qoryooley,0.0,40.0
2019-07-01,Qoryooley,0.0,111.0
2019-08-01,Qoryooley,0.0,437.0
2019-09-01,Qoryooley,0.0,232.0
2019-10-01,Qoryooley,0.0,175.0
2019-11-01,Qoryooley,0.0,138.0
2019-12-01,Qoryooley,0.0,101.0
2020-01-01,Qoryooley,111.0,156.0
2020-02-01,Qoryooley,190.0,201.0
2020-03-01,Qoryooley,129.0,167.0
2020-04-01,Qoryooley,44.0,173.0
2020-05-01,Qoryooley,32.0,222.0
2020-06-01,Qoryooley,0.0,80.0
2020-07-01,Qoryooley,0.0,205.0
2020-08-01,Qoryooley,0.0,217.0
2020-09-01,Qoryooley,0.0,264.0
2020-10-01,Qoryooley,0.0,149.0
2020-11-01,Qoryooley,0.0,219.0
2020-12-01,Qoryooley,0.0,133.0
2021-01-01,Qoryooley,54.0,286.0
2021-02-01,Qoryooley,86.0,201.0
2021-03-01,Qoryooley,80.0,148.0
2021-04-01,Qoryooley,7.0,137.0
2021-05-01,Qoryooley,41.0,150.0
2021-06-01,Qoryooley,87.0,181.0
2021-07-01,Qoryooley,0.0,127.0
2021-08-01,Qoryooley,99.0,112.0
2021-09-01,Qoryooley,78.0,161.0
2021-10-01,Qoryooley,0.0,184.0
2021-11-01,Qoryooley,0.0,166.0
2019-01-01,Rab Dhuure,78.0,237.0
2019-02-01,Rab Dhuure,75.0,0.0
2019-03-01,Rab Dhuure,64.0,0.0
2019-04-01,Rab Dhuure,58.0,327.0
2019-05-01,Rab Dhuure,64.0,200.0
2019-06-01,Rab Dhuure,62.0,86.0
2019-07-01,Rab Dhuure,60.0,223.0
2019-08-01,Rab Dhuure,57.0,147.0
2019-09-01,Rab Dhuure,58.0,439.0
2019-10-01,Rab Dhuure,56.0,282.0
2019-11-01,Rab Dhuure,111.0,371.0
2019-12-01,Rab Dhuure,200.0,406.0
2020-01-01,Rab Dhuure,186.0,255.0
2020-02-01,Rab Dhuure,280.0,270.0
2020-03-01,Rab Dhuure,194.0,265.0
2020-04-01,Rab Dhuure,134.0,240.0
2020-05-01,Rab Dhuure,0.0,49.0
2020-06-01,Rab Dhuure,0.0,318.0
2020-07-01,Rab Dhuure,0.0,181.0
2020-08-01,Rab Dhuure,0.0,163.0
2020-09-01,Rab Dhuure,0.0,157.0
2020-10-01,Rab Dhuure,0.0,199.0
2020-11-01,Rab Dhuure,0.0,146.0
2020-12-01,Rab Dhuure,0.0,181.0
2021-01-01,Rab Dhuure,98.0,225.0
2021-02-01,Rab Dhuure,78.0,244.0
2021-03-01,Rab Dhuure,82.0,198.0
2021-04-01,Rab Dhuure,151.0,242.0
2021-05-01,Rab Dhuure,40.0,205.0
2021-06-01,Rab Dhuure,181.0,78.0
2021-07-01,Rab Dhuure,119.0,62.0
2021-08-01,Rab Dhuure,145.0,86.0
2021-09-01,Rab Dhuure,74.0,128.0
2021-10-01,Rab Dhuure,138.0,138.0
2021-11-01,Rab Dhuure,128.0,128.0
2019-01-01,Sheikh,15.0,17.0
2019-02-01,Sheikh,12.0,15.0
2019-03-01,Sheikh,29.0,6.0
2019-04-01,Sheikh,27.0,4.0
2019-05-01,Sheikh,31.0,5.0
2019-06-01,Sheikh,21.0,7.0
2019-07-01,Sheikh,17.0,19.0
2019-08-01,Sheikh,17.0,7.0
2019-09-01,Sheikh,0.0,14.0
2019-10-01,Sheikh,72.0,6.0
2019-11-01,Sheikh,47.0,4.0
2019-12-01,Sheikh,11.0,6.0
2020-01-01,Sheikh,24.0,4.0
2020-02-01,Sheikh,24.0,3.0
2020-03-01,Sheikh,42.0,6.0
2020-04-01,Sheikh,42.0,5.0
2020-05-01,Sheikh,24.0,7.0
2020-06-01,Sheikh,0.0,6.0
2020-07-01,Sheikh,0.0,5.0
2020-08-01,Sheikh,0.0,7.0
2020-09-01,Sheikh,0.0,10.0
2020-10-01,Sheikh,0.0,11.0
2020-11-01,Sheikh,66.0,8.0
2020-12-01,Sheikh,464.0,0.0
2021-01-01,Sheikh,178.0,0.0
2021-02-01,Sheikh,108.0,0.0
2021-03-01,Sheikh,39.0,0.0
2021-04-01,Sheikh,537.0,0.0
2021-05-01,Sheikh,13.0,0.0
2021-06-01,Sheikh,22.0,0.0
2021-07-01,Sheikh,359.0,0.0
2021-08-01,Sheikh,284.0,0.0
2021-09-01,Sheikh,18.0,0.0
2021-10-01,Sheikh,28.0,0.0
2021-11-01,Sheikh,46.0,0.0
2019-01-01,Taleex,22.0,48.0
2019-02-01,Taleex,39.0,37.0
2019-03-01,Taleex,51.0,41.0
2019-04-01,Taleex,43.0,40.0
2019-05-01,Taleex,43.0,35.0
2019-06-01,Taleex,36.0,47.0
2019-07-01,Taleex,2.0,47.0
2019-08-01,Taleex,19.0,29.0
2019-09-01,Taleex,30.0,63.0
2019-10-01,Taleex,12.0,29.0
2019-11-01,Taleex,31.0,41.0
2019-12-01,Taleex,50.0,52.0
2020-01-01,Taleex,8.0,56.0
2020-02-01,Taleex,12.0,61.0
2020-03-01,Taleex,73.0,140.0
2020-04-01,Taleex,47.0,50.0
2020-05-01,Taleex,38.0,44.0
2020-06-01,Taleex,56.0,26.0
2020-07-01,Taleex,34.0,31.0
2020-08-01,Taleex,13.0,30.0
2020-09-01,Taleex,0.0,39.0
2020-10-01,Taleex,0.0,44.0
2020-11-01,Taleex,3.0,57.0
2020-12-01,Taleex,0.0,65.0
2021-01-01,Taleex,32.0,47.0
2021-02-01,Taleex,11.0,13.0
2021-03-01,Taleex,23.0,6.0
2021-04-01,Taleex,27.0,15.0
2021-05-01,Taleex,310.0,17.0
2021-06-01,Taleex,575.0,89.0
2021-07-01,Taleex,46.0,66.0
2021-08-01,Taleex,143.0,49.0
2021-09-01,Taleex,198.0,61.0
2021-10-01,Taleex,185.0,61.0
2021-11-01,Taleex,136.0,72.0
2019-01-01,Tayeeglow,0.0,44.0
2019-02-01,Tayeeglow,0.0,35.0
2019-03-01,Tayeeglow,0.0,31.0
2019-04-01,Tayeeglow,0.0,37.0
2019-05-01,Tayeeglow,0.0,36.0
2019-06-01,Tayeeglow,0.0,56.0
2019-07-01,Tayeeglow,0.0,82.0
2019-08-01,Tayeeglow,0.0,61.0
2019-09-01,Tayeeglow,193.0,57.0
2019-10-01,Tayeeglow,186.0,58.0
2019-11-01,Tayeeglow,260.0,76.0
2019-12-01,Tayeeglow,253.0,54.0
2020-01-01,Tayeeglow,273.0,59.0
2020-02-01,Tayeeglow,246.0,62.0
2020-03-01,Tayeeglow,232.0,52.0
2020-04-01,Tayeeglow,283.0,76.0
2020-05-01,Tayeeglow,247.0,61.0
2020-06-01,Tayeeglow,278.0,67.0
2020-07-01,Tayeeglow,240.0,80.0
2020-08-01,Tayeeglow,204.0,64.0
2020-09-01,Tayeeglow,267.0,57.0
2020-10-01,Tayeeglow,227.0,59.0
2020-11-01,Tayeeglow,214.0,50.0
2020-12-01,Tayeeglow,256.0,58.0
2021-01-01,Tayeeglow,281.0,66.0
2021-02-01,Tayeeglow,296.0,79.0
2021-03-01,Tayeeglow,278.0,75.0
2021-04-01,Tayeeglow,237.0,53.0
2021-05-01,Tayeeglow,299.0,66.0
2021-06-01,Tayeeglow,181.0,76.0
2021-07-01,Tayeeglow,246.0,73.0
2021-08-01,Tayeeglow,355.0,88.0
2021-09-01,Tayeeglow,,
2021-10-01,Tayeeglow,,
2021-11-01,Tayeeglow,,
2019-01-01,Waajid,0.0,288.0
2019-02-01,Waajid,63.0,110.0
2019-03-01,Waajid,189.0,57.0
2019-04-01,Waajid,225.0,370.0
2019-05-01,Waajid,483.0,329.0
2019-06-01,Waajid,381.0,373.0
2019-07-01,Waajid,305.0,289.0
2019-08-01,Waajid,407.0,338.0
2019-09-01,Waajid,402.0,385.0
2019-10-01,Waajid,0.0,114.0
2019-11-01,Waajid,0.0,272.0
2019-12-01,Waajid,326.0,313.0
2020-01-01,Waajid,0.0,271.0
2020-02-01,Waajid,134.0,604.0
2020-03-01,Waajid,1022.0,262.0
2020-04-01,Waajid,13.0,361.0
2020-05-01,Waajid,30.0,192.0
2020-06-01,Waajid,992.0,309.0
2020-07-01,Waajid,0.0,234.0
2020-08-01,Waajid,174.0,218.0
2020-09-01,Waajid,598.0,325.0
2020-10-01,Waajid,293.0,355.0
2020-11-01,Waajid,257.0,368.0
2020-12-01,Waajid,450.0,287.0
2021-01-01,Waajid,401.0,358.0
2021-02-01,Waajid,389.0,399.0
2021-03-01,Waajid,466.0,409.0
2021-04-01,Waajid,424.0,413.0
2021-05-01,Waajid,99.0,529.0
2021-06-01,Waajid,869.0,468.0
2021-07-01,Waajid,327.0,618.0
2021-08-01,Waajid,328.0,396.0
2021-09-01,Waajid,124.0,206.0
2021-10-01,Waajid,,
2021-11-01,Waajid,1115.0,350.0
2019-01-01,Wanla Weyn,24.0,301.0
2019-02-01,Wanla Weyn,20.0,119.0
2019-03-01,Wanla Weyn,87.0,213.0
2019-04-01,Wanla Weyn,78.0,158.0
2019-05-01,Wanla Weyn,85.0,361.0
2019-06-01,Wanla Weyn,129.0,443.0
2019-07-01,Wanla Weyn,386.0,465.0
2019-08-01,Wanla Weyn,308.0,257.0
2019-09-01,Wanla Weyn,320.0,403.0
2019-10-01,Wanla Weyn,300.0,302.0
2019-11-01,Wanla Weyn,240.0,250.0
2019-12-01,Wanla Weyn,567.0,186.0
2020-01-01,Wanla Weyn,285.0,175.0
2020-02-01,Wanla Weyn,107.0,248.0
2020-03-01,Wanla Weyn,88.0,165.0
2020-04-01,Wanla Weyn,134.0,201.0
2020-05-01,Wanla Weyn,439.0,231.0
2020-06-01,Wanla Weyn,441.0,526.0
2020-07-01,Wanla Weyn,361.0,393.0
2020-08-01,Wanla Weyn,340.0,464.0
2020-09-01,Wanla Weyn,359.0,438.0
2020-10-01,Wanla Weyn,429.0,333.0
2020-11-01,Wanla Weyn,498.0,430.0
2020-12-01,Wanla Weyn,426.0,229.0
2021-01-01,Wanla Weyn,354.0,442.0
2021-02-01,Wanla Weyn,258.0,243.0
2021-03-01,Wanla Weyn,448.0,837.0
2021-04-01,Wanla Weyn,1168.0,465.0
2021-05-01,Wanla Weyn,838.0,312.0
2021-06-01,Wanla Weyn,0.0,387.0
2021-07-01,Wanla Weyn,257.0,244.0
2021-08-01,Wanla Weyn,491.0,251.0
2021-09-01,Wanla Weyn,620.0,379.0
2021-10-01,Wanla Weyn,310.0,386.0
2021-11-01,Wanla Weyn,596.0,384.0
2019-01-01,Xarardheere,0.0,75.0
2019-02-01,Xarardheere,0.0,90.0
2019-03-01,Xarardheere,0.0,65.0
2019-04-01,Xarardheere,0.0,71.0
2019-05-01,Xarardheere,0.0,69.0
2019-06-01,Xarardheere,0.0,72.0
2019-07-01,Xarardheere,,
2019-08-01,Xarardheere,,
2019-09-01,Xarardheere,0.0,0.0
2019-10-01,Xarardheere,0.0,61.0
2019-11-01,Xarardheere,0.0,83.0
2019-12-01,Xarardheere,0.0,67.0
2020-01-01,Xarardheere,0.0,41.0
2020-02-01,Xarardheere,0.0,36.0
2020-03-01,Xarardheere,0.0,49.0
2020-04-01,Xarardheere,0.0,27.0
2020-05-01,Xarardheere,0.0,104.0
2020-06-01,Xarardheere,0.0,38.0
2020-07-01,Xarardheere,0.0,71.0
2020-08-01,Xarardheere,120.0,96.0
2020-09-01,Xarardheere,149.0,78.0
2020-10-01,Xarardheere,147.0,68.0
2020-11-01,Xarardheere,129.0,87.0
2020-12-01,Xarardheere,0.0,64.0
2021-01-01,Xarardheere,98.0,62.0
2021-02-01,Xarardheere,0.0,86.0
2021-03-01,Xarardheere,0.0,76.0
2021-04-01,Xarardheere,0.0,62.0
2021-05-01,Xarardheere,0.0,71.0
2021-06-01,Xarardheere,0.0,57.0
2021-07-01,Xarardheere,149.0,73.0
2021-08-01,Xarardheere,0.0,63.0
2021-09-01,Xarardheere,0.0,64.0
2021-10-01,Xarardheere,,
2021-11-01,Xarardheere,,
2019-01-01,Xudun,0.0,64.0
2019-02-01,Xudun,0.0,70.0
2019-03-01,Xudun,0.0,43.0
2019-04-01,Xudun,0.0,58.0
2019-05-01,Xudun,0.0,59.0
2019-06-01,Xudun,0.0,60.0
2019-07-01,Xudun,0.0,70.0
2019-08-01,Xudun,0.0,100.0
2019-09-01,Xudun,0.0,107.0
2019-10-01,Xudun,0.0,97.0
2019-11-01,Xudun,0.0,118.0
2019-12-01,Xudun,0.0,31.0
2020-01-01,Xudun,295.0,47.0
2020-02-01,Xudun,316.0,55.0
2020-03-01,Xudun,5.0,65.0
2020-04-01,Xudun,9.0,110.0
2020-05-01,Xudun,0.0,66.0
2020-06-01,Xudun,295.0,64.0
2020-07-01,Xudun,118.0,65.0
2020-08-01,Xudun,40.0,59.0
2020-09-01,Xudun,0.0,78.0
2020-10-01,Xudun,42.0,80.0
2020-11-01,Xudun,841.0,83.0
2020-12-01,Xudun,613.0,96.0
2021-01-01,Xudun,922.0,100.0
2021-02-01,Xudun,112.0,93.0
2021-03-01,Xudun,128.0,76.0
2021-04-01,Xudun,62.0,76.0
2021-05-01,Xudun,230.0,28.0
2021-06-01,Xudun,362.0,27.0
2021-07-01,Xudun,175.0,39.0
2021-08-01,Xudun,163.0,35.0
2021-09-01,Xudun,97.0,14.0
2021-10-01,Xudun,152.0,15.0
2021-11-01,Xudun,60.0,48.0
2019-01-01,Xudur,730.0,1151.0
2019-02-01,Xudur,693.0,886.0
2019-03-01,Xudur,467.0,388.0
2019-04-01,Xudur,748.0,527.0
2019-05-01,Xudur,729.0,717.0
2019-06-01,Xudur,665.0,931.0
2019-07-01,Xudur,1112.0,872.0
2019-08-01,Xudur,1007.0,568.0
2019-09-01,Xudur,1626.0,877.0
2019-10-01,Xudur,1326.0,975.0
2019-11-01,Xudur,1240.0,1067.0
2019-12-01,Xudur,1395.0,969.0
2020-01-01,Xudur,1008.0,859.0
2020-02-01,Xudur,1160.0,868.0
2020-03-01,Xudur,934.0,899.0
2020-04-01,Xudur,548.0,734.0
2020-05-01,Xudur,387.0,648.0
2020-06-01,Xudur,514.0,946.0
2020-07-01,Xudur,453.0,793.0
2020-08-01,Xudur,494.0,984.0
2020-09-01,Xudur,391.0,958.0
2020-10-01,Xudur,482.0,686.0
2020-11-01,Xudur,816.0,778.0
2020-12-01,Xudur,788.0,721.0
2021-01-01,Xudur,996.0,817.0
2021-02-01,Xudur,1296.0,745.0
2021-03-01,Xudur,1058.0,829.0
2021-04-01,Xudur,896.0,750.0
2021-05-01,Xudur,1051.0,1018.0
2021-06-01,Xudur,1009.0,795.0
2021-07-01,Xudur,923.0,839.0
2021-08-01,Xudur,1183.0,645.0
2021-09-01,Xudur,1698.0,573.0
2021-10-01,Xudur,1231.0,587.0
2021-11-01,Xudur,1006.0,610.0
2019-01-01,Zeylac,84.0,0.0
2019-02-01,Zeylac,56.0,0.0
2019-03-01,Zeylac,4.0,0.0
2019-04-01,Zeylac,24.0,9.0
2019-05-01,Zeylac,212.0,36.0
2019-06-01,Zeylac,147.0,35.0
2019-07-01,Zeylac,54.0,25.0
2019-08-01,Zeylac,292.0,113.0
2019-09-01,Zeylac,154.0,144.0
2019-10-01,Zeylac,118.0,88.0
2019-11-01,Zeylac,469.0,126.0
2019-12-01,Zeylac,398.0,109.0
2020-01-01,Zeylac,263.0,135.0
2020-02-01,Zeylac,431.0,133.0
2020-03-01,Zeylac,229.0,109.0
2020-04-01,Zeylac,267.0,239.0
2020-05-01,Zeylac,145.0,130.0
2020-06-01,Zeylac,278.0,130.0
2020-07-01,Zeylac,388.0,106.0
2020-08-01,Zeylac,222.0,123.0
2020-09-01,Zeylac,269.0,162.0
2020-10-01,Zeylac,502.0,176.0
2020-11-01,Zeylac,198.0,134.0
2020-12-01,Zeylac,204.0,52.0
2021-01-01,Zeylac,322.0,58.0
2021-02-01,Zeylac,595.0,67.0
2021-03-01,Zeylac,290.0,89.0
2021-04-01,Zeylac,655.0,100.0
2021-05-01,Zeylac,328.0,51.0
2021-06-01,Zeylac,250.0,89.0
2021-07-01,Zeylac,173.0,218.0
2021-08-01,Zeylac,427.0,318.0
2021-09-01,Zeylac,563.0,132.0
2021-10-01,Zeylac,606.0,56.0
2021-11-01,Zeylac,299.0,52.0
